investor_id,amfi_code,transaction_date,transaction_type,amount,units,kyc_status,state
INV3473,120841,2026-01-21,Lumpsum,21793.0,167.44,Pending,Maharashtra
INV3474,118632,2025-11-07,SIP,69716.11,789.643,Verified,Maharashtra
INV3475,120841,2025-08-28,Lumpsum,28771.52,219.12,Verified,Maharashtra
INV3476,119551,2026-02-09,SIP,72302.15,804.591,Pending,Maharashtra
INV3477,120503,2026-05-06,Redemption,79827.27,712.816,Pending,Maharashtra
INV3478,120841,2025-08-26,Lumpsum,64220.86,580.853,Verified,Maharashtra
INV3479,119551,2025-10-22,SIP,77960.06,928.688,Verified,Maharashtra
INV3480,119551,2025-12-03,SIP,61494.89,667.904,Verified,Maharashtra
INV3481,125497,2026-05-25,Redemption,73570.16,831.688,Verified,Maharashtra
INV3482,118632,2025-12-05,Lumpsum,22198.64,206.704,Verified,Maharashtra
INV3483,119551,2026-03-12,Redemption,93118.95,776.581,Verified,Maharashtra
INV3484,119092,2025-12-10,Redemption,1060.66,12.921,Pending,Maharashtra
INV3485,119092,2025-09-09,Lumpsum,37023.96,313.32,Pending,Maharashtra
INV3486,120841,2025-07-25,Redemption,81279.89,588.733,Verified,Maharashtra
INV3487,119092,2025-11-09,SIP,67262.74,530.094,Verified,Maharashtra
INV3488,119551,2025-06-30,SIP,15498.33,125.554,Verified,Maharashtra
INV3489,119092,2025-08-20,Redemption,62949.22,432.737,Verified,Maharashtra
INV3490,119551,2026-04-15,SIP,61324.9,662.991,Pending,Maharashtra
INV3491,120841,2025-06-27,SIP,42229.29,456.635,Verified,Maharashtra
INV3492,120841,2026-01-25,Redemption,48394.91,379.258,Verified,Maharashtra
INV3493,119092,2025-09-22,Redemption,25412.12,215.377,Verified,Maharashtra
INV3494,125497,2026-05-05,Redemption,98409.81,879.889,Pending,Maharashtra
INV3495,120841,2026-05-07,Lumpsum,79261.6,539.639,Verified,Maharashtra
INV3496,119092,2026-02-16,SIP,48364.59,380.279,Verified,Maharashtra
INV3497,119551,2025-07-15,SIP,6275.61,48.747,Verified,Maharashtra
INV3498,119551,2025-12-23,Lumpsum,82582.22,854.929,Pending,Maharashtra
INV3499,120503,2026-05-02,Redemption,59867.96,597.993,Pending,Maharashtra
INV3500,118632,2025-12-18,SIP,99586.64,1076.583,Pending,Maharashtra
INV3501,118632,2026-05-07,Lumpsum,51512.05,570.585,Verified,Maharashtra
INV3502,125497,2026-03-07,SIP,99901.44,976.82,Pending,Maharashtra
INV3503,119551,2026-05-04,Lumpsum,60245.34,692.252,Verified,Maharashtra
INV3504,120503,2026-02-27,SIP,42043.52,416.102,Verified,Maharashtra
INV3505,118632,2025-08-06,Lumpsum,40359.24,431.816,Pending,Maharashtra
INV3506,119551,2026-05-07,Redemption,89240.86,603.051,Verified,Maharashtra
INV3507,125497,2025-10-23,SIP,15808.08,139.285,Pending,Maharashtra
INV3508,125497,2025-10-17,Redemption,67205.09,756.251,Verified,Maharashtra
INV3509,120841,2025-07-02,Redemption,29500.11,334.434,Verified,Maharashtra
INV3510,119551,2026-04-25,SIP,52248.95,483.567,Verified,Maharashtra
INV3511,119092,2025-08-30,SIP,58701.14,463.805,Pending,Maharashtra
INV3512,120503,2026-04-13,SIP,37431.83,438.955,Verified,Maharashtra
INV3513,119092,2025-11-25,SIP,54878.11,581.533,Pending,Maharashtra
INV3514,120841,2025-11-20,Redemption,49111.84,558.243,Pending,Maharashtra
INV3515,119551,2026-06-16,Redemption,75232.38,837.233,Verified,Maharashtra
INV3516,120503,2025-08-18,Lumpsum,48958.03,445.992,Pending,Maharashtra
INV3517,125497,2026-06-22,Redemption,33673.01,324.724,Verified,Maharashtra
INV3518,120841,2025-12-05,SIP,86454.74,710.181,Pending,Maharashtra
INV3519,125497,2026-03-27,Lumpsum,32921.49,273.898,Verified,Maharashtra
INV3520,119551,2026-06-15,SIP,85029.6,739.468,Verified,Maharashtra
INV3521,120503,2026-03-10,Lumpsum,94225.07,737.933,Verified,Maharashtra
INV3522,120841,2026-02-12,Lumpsum,91852.08,943.079,Pending,Maharashtra
INV3523,120503,2025-11-21,Redemption,63383.14,465.886,Verified,Maharashtra
INV3524,120841,2026-04-22,Redemption,53605.21,516.958,Pending,Maharashtra
INV3525,120503,2025-11-17,SIP,67505.37,830.484,Pending,Maharashtra
INV3526,118632,2026-06-10,SIP,83034.32,645.251,Verified,Maharashtra
INV3527,119092,2026-02-22,SIP,44716.05,320.638,Verified,Maharashtra
INV3528,118632,2025-06-26,SIP,42365.64,327.227,Verified,Maharashtra
INV3529,119551,2025-08-21,Lumpsum,99820.69,1243.944,Verified,Maharashtra
INV3530,119551,2025-08-27,Lumpsum,24096.23,219.402,Verified,Maharashtra
INV3531,120841,2026-03-06,SIP,50575.41,349.193,Pending,Maharashtra
INV3532,118632,2026-01-03,Lumpsum,16504.92,132.798,Verified,Maharashtra
INV3533,125497,2025-09-12,Redemption,18782.02,162.188,Pending,Maharashtra
INV3534,120503,2025-09-27,Lumpsum,35875.77,250.907,Verified,Maharashtra
INV3535,118632,2026-01-13,Lumpsum,54549.49,394.533,Pending,Maharashtra
INV3536,120503,2026-05-23,SIP,94053.3,731.912,Verified,Maharashtra
INV3537,119551,2026-02-08,Redemption,61782.52,456.712,Pending,Maharashtra
INV3538,119551,2025-09-20,Redemption,96579.76,1058.228,Verified,Maharashtra
INV3539,119092,2026-04-19,Lumpsum,18514.51,125.837,Verified,Maharashtra
INV3540,120841,2025-09-23,Redemption,54236.54,497.586,Verified,Maharashtra
INV3541,120841,2026-05-25,Lumpsum,74779.31,627.358,Pending,Maharashtra
INV3542,120503,2026-03-31,Redemption,4481.95,47.65,Pending,Maharashtra
INV3543,125497,2026-05-01,Lumpsum,26398.18,233.013,Verified,Maharashtra
INV3544,125497,2026-02-08,Redemption,26409.1,199.02,Verified,Maharashtra
INV3545,118632,2026-01-30,Redemption,82854.1,753.64,Verified,Maharashtra
INV3546,120841,2025-11-05,SIP,91223.3,988.991,Verified,Maharashtra
INV3547,119551,2026-01-06,Lumpsum,15478.81,107.034,Verified,Maharashtra
INV3548,120503,2026-05-30,Redemption,58882.1,593.449,Verified,Maharashtra
INV3549,120503,2025-09-06,SIP,27935.1,205.771,Verified,Maharashtra
INV3550,119092,2025-09-06,SIP,36483.71,298.811,Verified,Maharashtra
INV3551,120841,2026-01-05,Redemption,91512.23,719.374,Verified,Maharashtra
INV3552,125497,2025-10-27,Lumpsum,54651.56,372.95,Verified,Maharashtra
INV3553,119551,2026-06-23,Lumpsum,69424.38,710.284,Verified,Maharashtra
INV3554,118632,2025-10-18,Redemption,85701.87,604.448,Pending,Maharashtra
INV3555,119092,2025-10-17,Lumpsum,34622.04,234.217,Pending,Maharashtra
INV3556,120841,2025-11-17,Lumpsum,35930.92,391.026,Verified,Maharashtra
INV3557,119092,2025-12-18,Lumpsum,16829.39,200.788,Verified,Maharashtra
INV3558,120503,2026-04-18,Lumpsum,30491.78,324.17,Verified,Maharashtra
INV3559,125497,2026-05-24,SIP,63677.68,594.534,Verified,Maharashtra
INV3560,120503,2025-12-08,SIP,17777.11,185.932,Verified,Maharashtra
INV3561,119551,2026-02-14,Lumpsum,43926.62,363.856,Verified,Maharashtra
INV3562,118632,2025-12-06,Lumpsum,54473.36,370.275,Verified,Maharashtra
INV3563,119551,2025-07-05,Lumpsum,91187.01,792.176,Pending,Maharashtra
INV3564,118632,2026-01-30,Redemption,56702.49,438.759,Verified,Maharashtra
INV3565,119092,2025-10-14,Lumpsum,57604.47,703.333,Verified,Maharashtra
INV3566,125497,2025-10-22,Lumpsum,35660.26,261.051,Verified,Maharashtra
INV3567,119092,2025-08-01,Redemption,47516.8,457.521,Pending,Maharashtra
INV3568,120503,2026-04-07,Lumpsum,51296.25,562.763,Verified,Maharashtra
INV3569,125497,2026-03-29,Redemption,81738.17,809.07,Verified,Maharashtra
INV3570,120841,2025-08-19,Lumpsum,47287.92,403.772,Pending,Maharashtra
INV3571,118632,2026-06-10,SIP,53996.02,444.348,Verified,Maharashtra
INV3572,120503,2025-08-15,SIP,32220.44,385.463,Pending,Maharashtra
INV3573,119551,2025-09-11,Lumpsum,56382.44,438.786,Pending,Maharashtra
INV3574,120503,2026-02-04,Redemption,72722.38,537.411,Verified,Maharashtra
INV3575,120841,2026-02-12,Redemption,42210.4,418.708,Pending,Maharashtra
INV3576,120841,2025-08-11,Lumpsum,57489.15,408.427,Verified,Maharashtra
INV3577,119092,2026-06-20,SIP,7177.29,65.538,Pending,Maharashtra
INV3578,120841,2025-11-02,Redemption,36700.59,431.326,Verified,Maharashtra
INV3579,120841,2026-04-21,SIP,31992.45,216.689,Verified,Maharashtra
INV3580,120503,2025-12-12,SIP,35961.15,297.877,Pending,Maharashtra
INV3581,125497,2025-08-02,Lumpsum,23554.22,199.729,Pending,Maharashtra
INV3582,120841,2025-06-27,Redemption,90483.26,1052.324,Verified,Maharashtra
INV3583,125497,2026-05-15,Lumpsum,3705.43,32.973,Verified,Maharashtra
INV3584,120503,2026-06-19,Lumpsum,76273.38,592.478,Verified,Maharashtra
INV3585,119551,2026-02-07,Lumpsum,89771.81,810.849,Verified,Maharashtra
INV3586,125497,2026-04-18,Redemption,25425.59,249.799,Pending,Maharashtra
INV3587,119092,2025-07-06,Lumpsum,82830.85,1013.513,Pending,Maharashtra
INV3588,119551,2026-01-08,SIP,27556.99,257.813,Verified,Maharashtra
INV3589,125497,2025-12-18,Redemption,1492.11,14.39,Pending,Maharashtra
INV3590,119092,2026-02-22,Redemption,33939.8,369.375,Verified,Maharashtra
INV3591,120841,2025-07-13,Redemption,73019.0,658.45,Verified,Maharashtra
INV3592,119551,2025-09-04,Lumpsum,26941.76,310.969,Pending,Maharashtra
INV3593,119551,2025-10-03,Lumpsum,32884.16,259.387,Verified,Maharashtra
INV3594,118632,2026-05-25,Lumpsum,95890.43,1176.558,Verified,Maharashtra
INV3595,119551,2026-02-05,Lumpsum,86296.04,940.531,Verified,Maharashtra
INV3596,119551,2025-09-19,Redemption,54180.9,422.087,Verified,Maharashtra
INV3597,120841,2025-09-13,Lumpsum,77269.22,914.141,Pending,Maharashtra
INV3598,118632,2026-01-28,Lumpsum,80313.37,616.014,Verified,Maharashtra
INV3599,120503,2025-12-14,Lumpsum,44740.21,306.135,Verified,Maharashtra
INV3600,119551,2025-12-01,Lumpsum,65408.45,454.824,Verified,Maharashtra
INV3601,119551,2026-06-04,Lumpsum,51921.66,546.881,Pending,Maharashtra
INV3602,125497,2025-12-18,Redemption,26605.77,205.795,Pending,Maharashtra
INV3603,119551,2025-11-16,Redemption,2493.42,27.745,Verified,Maharashtra
INV3604,119092,2026-06-21,SIP,50259.19,576.162,Pending,Maharashtra
INV3605,125497,2025-10-21,SIP,88815.1,742.307,Verified,Maharashtra
INV3606,119551,2025-09-01,Redemption,57355.43,515.246,Pending,Maharashtra
INV3607,120503,2026-04-19,Redemption,29951.27,291.261,Pending,Maharashtra
INV3608,119092,2025-12-08,Redemption,51234.31,364.886,Verified,Maharashtra
INV3609,119092,2026-02-23,SIP,85709.22,842.756,Pending,Maharashtra
INV3610,120841,2025-12-10,Lumpsum,83369.15,1003.187,Verified,Maharashtra
INV3611,125497,2026-06-17,Lumpsum,82490.91,694.086,Pending,Maharashtra
INV3612,125497,2025-07-04,Lumpsum,66863.47,600.781,Verified,Maharashtra
INV3613,120503,2025-08-20,SIP,2523.91,19.307,Verified,Maharashtra
INV3614,119551,2026-04-30,Redemption,30085.7,306.938,Verified,Maharashtra
INV3615,119092,2026-05-28,Lumpsum,37547.61,367.108,Verified,Maharashtra
INV3616,119092,2025-11-07,Lumpsum,81334.05,717.524,Verified,Maharashtra
INV3617,119551,2026-05-20,Lumpsum,2247.76,18.223,Pending,Maharashtra
INV3618,125497,2025-09-19,Lumpsum,81405.22,558.211,Verified,Maharashtra
INV3619,119551,2026-06-07,Lumpsum,8407.43,73.372,Verified,Maharashtra
INV3620,120503,2026-02-04,Lumpsum,62878.17,682.228,Pending,Maharashtra
INV3621,120841,2026-01-15,SIP,72537.99,611.777,Verified,Maharashtra
INV3622,119551,2025-11-05,Redemption,73181.44,672.949,Verified,Maharashtra
INV3623,118632,2025-09-06,Redemption,46199.71,386.333,Pending,Maharashtra
INV3624,125497,2026-05-17,Lumpsum,18820.94,135.573,Verified,Maharashtra
INV3625,119551,2025-10-30,SIP,70127.02,742.95,Verified,Maharashtra
INV3626,119551,2025-10-19,SIP,51349.74,397.582,Verified,Maharashtra
INV3627,120503,2026-01-01,SIP,22402.88,161.7,Verified,Maharashtra
INV3628,120503,2025-10-02,SIP,14709.59,155.907,Pending,Maharashtra
INV3629,125497,2026-02-07,Lumpsum,20785.9,145.155,Verified,Maharashtra
INV3630,119092,2026-03-07,SIP,39108.75,341.814,Pending,Maharashtra
INV3631,120841,2025-12-17,SIP,39696.33,302.874,Verified,Maharashtra
INV3632,120503,2025-12-09,Lumpsum,23099.07,162.462,Verified,Maharashtra
INV3633,119551,2025-07-26,Redemption,83227.84,893.121,Verified,Maharashtra
INV3634,118632,2026-01-16,SIP,42357.88,306.278,Verified,Maharashtra
INV3635,120503,2026-01-16,SIP,28399.22,191.514,Verified,Maharashtra
INV3636,120841,2025-07-05,Redemption,75410.51,598.285,Verified,Maharashtra
INV3637,119551,2025-11-11,SIP,30386.14,259.936,Verified,Maharashtra
INV3638,119092,2026-01-23,Redemption,39006.41,338.448,Verified,Maharashtra
INV3639,125497,2026-01-20,Lumpsum,43182.51,307.272,Verified,Maharashtra
INV3640,120503,2025-08-03,Lumpsum,58174.13,662.646,Pending,Maharashtra
INV3641,120841,2025-10-22,Redemption,94483.76,850.5,Pending,Maharashtra
INV3642,125497,2025-10-23,Redemption,71368.76,671.315,Pending,Maharashtra
INV3643,119551,2026-06-04,Redemption,71040.94,741.407,Verified,Maharashtra
INV3644,125497,2025-06-30,Redemption,6070.04,68.61,Verified,Maharashtra
INV3645,119551,2025-10-14,Redemption,68884.02,672.489,Pending,Maharashtra
INV3646,119551,2026-05-20,Redemption,19836.05,217.232,Verified,Maharashtra
INV3647,120841,2025-11-20,Redemption,12856.65,88.26,Verified,Maharashtra
INV3648,119551,2026-05-28,Redemption,94646.65,631.74,Pending,Maharashtra
INV3649,119092,2026-03-17,Redemption,83197.91,834.123,Verified,Maharashtra
INV3650,118632,2025-08-11,SIP,42521.62,476.802,Verified,Maharashtra
INV3651,119551,2025-09-03,Lumpsum,25550.06,240.495,Verified,Maharashtra
INV3652,119092,2025-11-23,Redemption,30766.16,272.675,Pending,Maharashtra
INV3653,119551,2025-10-11,SIP,22308.84,174.974,Verified,Maharashtra
INV3654,125497,2026-06-06,Lumpsum,10606.43,101.699,Verified,Maharashtra
INV3655,118632,2026-04-04,SIP,22036.09,161.786,Verified,Maharashtra
INV3656,119092,2026-01-16,SIP,62103.59,754.117,Pending,Maharashtra
INV3657,118632,2025-07-19,Lumpsum,60307.14,507.089,Verified,Maharashtra
INV3658,125497,2025-10-05,Lumpsum,85120.07,944.034,Verified,Maharashtra
INV3659,120503,2026-05-05,Redemption,65529.44,520.531,Verified,Maharashtra
INV3660,120503,2026-02-15,Lumpsum,67378.79,742.367,Verified,Maharashtra
INV3661,120841,2025-07-22,Lumpsum,29890.01,366.761,Pending,Maharashtra
INV3662,125497,2026-01-07,Redemption,3345.19,23.292,Verified,Maharashtra
INV3663,120841,2025-09-12,Redemption,87978.9,785.648,Pending,Maharashtra
INV3664,120841,2025-07-29,Redemption,24723.67,295.55,Verified,Maharashtra
INV3665,119092,2025-09-04,SIP,20240.87,179.008,Verified,Maharashtra
INV3666,120503,2025-12-16,SIP,15221.5,142.964,Verified,Maharashtra
INV3667,120841,2025-09-07,SIP,88631.88,878.605,Verified,Maharashtra
INV3668,120503,2025-09-30,SIP,74798.8,852.989,Verified,Maharashtra
INV3669,119092,2025-08-13,Lumpsum,11866.22,132.048,Pending,Maharashtra
INV3670,118632,2025-11-23,Lumpsum,45666.33,420.673,Pending,Maharashtra
INV3671,118632,2026-02-09,Lumpsum,56198.79,689.245,Verified,Maharashtra
INV3672,118632,2025-11-25,SIP,75306.73,675.528,Pending,Maharashtra
INV3673,119092,2026-02-12,Redemption,51517.28,454.716,Verified,Maharashtra
INV3674,120503,2025-11-25,Lumpsum,18934.18,180.545,Verified,Maharashtra
INV3675,119551,2026-05-07,Lumpsum,96839.39,1074.901,Verified,Maharashtra
INV3676,119551,2025-12-31,SIP,54900.33,461.4,Verified,Maharashtra
INV3677,119551,2025-08-25,Redemption,7518.16,56.065,Verified,Maharashtra
INV3678,120841,2026-03-08,Lumpsum,21452.49,184.463,Pending,Maharashtra
INV3679,119551,2025-07-31,SIP,74591.76,560.595,Verified,Maharashtra
INV3680,125497,2025-10-09,Lumpsum,29011.47,195.946,Pending,Maharashtra
INV3681,119551,2025-12-21,SIP,6067.61,42.738,Pending,Maharashtra
INV3682,120503,2026-04-05,Lumpsum,84445.0,728.854,Verified,Maharashtra
INV3683,119551,2026-06-02,Lumpsum,57535.68,386.485,Verified,Maharashtra
INV3684,119551,2026-04-29,SIP,4460.67,33.435,Pending,Maharashtra
INV3685,120841,2026-03-11,Lumpsum,9023.59,61.687,Verified,Maharashtra
INV3686,119092,2025-09-11,SIP,13349.07,91.294,Verified,Maharashtra
INV3687,118632,2025-11-12,Redemption,50190.75,443.26,Verified,Maharashtra
INV3688,119551,2025-10-13,Redemption,25068.19,168.923,Pending,Maharashtra
INV3689,120503,2025-10-30,Redemption,78640.5,888.154,Verified,Maharashtra
INV3690,120503,2025-07-02,Redemption,78812.14,772.653,Pending,Maharashtra
INV3691,119551,2025-12-30,SIP,22555.55,236.444,Verified,Maharashtra
INV3692,120841,2026-01-11,Lumpsum,19224.32,202.705,Verified,Maharashtra
INV3693,119092,2025-08-27,Redemption,25395.35,268.903,Pending,Maharashtra
INV3694,119092,2025-12-11,Redemption,82873.1,906.163,Pending,Maharashtra
INV3695,120503,2025-09-19,SIP,55177.51,432.412,Verified,Maharashtra
INV3696,119551,2026-01-10,SIP,73142.48,770.698,Pending,Maharashtra
INV3697,119551,2025-11-07,SIP,32161.58,356.518,Pending,Maharashtra
INV3698,120841,2025-12-19,SIP,10032.63,87.51,Verified,Maharashtra
INV3699,119092,2026-01-15,Redemption,93801.08,1043.252,Verified,Maharashtra
INV3700,119551,2026-06-19,Redemption,9115.44,75.042,Verified,Maharashtra
INV3701,118632,2026-02-10,SIP,57036.73,416.342,Pending,Maharashtra
INV3702,120503,2026-02-05,SIP,87992.68,604.189,Verified,Maharashtra
INV3703,118632,2025-09-25,Lumpsum,92651.5,974.273,Pending,Maharashtra
INV3704,119551,2026-05-06,Lumpsum,26600.43,278.314,Verified,Maharashtra
INV3705,125497,2025-07-19,Redemption,5665.16,40.871,Verified,Maharashtra
INV3706,118632,2026-04-29,Lumpsum,12964.13,105.46,Verified,Maharashtra
INV3707,119551,2025-10-16,Lumpsum,90911.23,665.549,Verified,Maharashtra
INV3708,119092,2026-05-31,Lumpsum,4144.85,34.038,Verified,Maharashtra
INV3709,119551,2025-09-11,Lumpsum,30547.2,277.088,Pending,Maharashtra
INV3710,119551,2025-12-31,Redemption,46721.09,425.934,Verified,Maharashtra
INV3711,120841,2025-12-21,Lumpsum,18687.46,127.508,Pending,Maharashtra
INV3712,118632,2026-06-16,SIP,94325.53,994.679,Verified,Maharashtra
INV3713,119551,2025-12-20,Lumpsum,19138.25,134.391,Pending,Maharashtra
INV3714,125497,2025-11-22,SIP,99293.9,921.989,Pending,Maharashtra
INV3715,120503,2026-03-29,SIP,3296.12,22.185,Verified,Maharashtra
INV3716,125497,2025-10-26,Redemption,42914.95,481.266,Pending,Maharashtra
INV3717,119092,2026-03-05,Redemption,15064.41,167.785,Verified,Maharashtra
INV3718,120503,2025-07-30,SIP,10076.93,100.768,Verified,Maharashtra
INV3719,118632,2025-09-09,Redemption,51196.57,442.279,Verified,Maharashtra
INV3720,120503,2025-12-10,Redemption,91416.7,660.988,Verified,Maharashtra
INV3721,119092,2025-11-16,SIP,1919.98,13.401,Verified,Maharashtra
INV3722,119092,2026-03-31,Redemption,52025.22,413.515,Verified,Maharashtra
INV3723,120503,2026-03-08,SIP,20507.28,142.901,Verified,Maharashtra
INV3724,120841,2025-10-25,Lumpsum,65631.19,752.265,Verified,Maharashtra
INV3725,119551,2025-12-25,SIP,1837.68,19.483,Pending,Maharashtra
INV3726,120841,2026-01-22,SIP,84066.03,836.874,Pending,Maharashtra
INV3727,125497,2026-06-22,Redemption,37476.49,378.124,Pending,Maharashtra
INV3728,125497,2025-11-16,Redemption,52337.96,401.283,Verified,Maharashtra
INV3729,118632,2026-03-27,Redemption,92223.63,1117.352,Pending,Maharashtra
INV3730,120503,2026-04-21,Lumpsum,58428.99,622.462,Verified,Maharashtra
INV3731,120503,2026-04-17,Lumpsum,80564.83,612.406,Verified,Maharashtra
INV3732,119092,2026-03-05,Redemption,17725.98,212.677,Verified,Maharashtra
INV3733,119551,2026-02-07,Lumpsum,18902.06,228.492,Verified,Maharashtra
INV3734,118632,2025-09-14,Redemption,59349.27,564.876,Verified,Maharashtra
INV3735,119551,2025-09-04,SIP,61821.03,665.87,Verified,Maharashtra
INV3736,125497,2026-03-17,SIP,86232.44,952.305,Verified,Maharashtra
INV3737,119551,2026-06-24,SIP,65360.56,495.157,Verified,Maharashtra
INV3738,119551,2026-04-06,Redemption,70438.48,818.367,Verified,Maharashtra
INV3739,119092,2026-02-18,SIP,7940.93,55.068,Verified,Maharashtra
INV3740,119092,2025-09-01,SIP,36612.41,317.115,Verified,Maharashtra
INV3741,125497,2025-09-22,SIP,97486.33,806.228,Verified,Maharashtra
INV3742,119551,2025-12-11,Redemption,93105.77,698.173,Verified,Maharashtra
INV3743,119551,2025-11-17,Redemption,54750.95,409.89,Pending,Maharashtra
INV3744,125497,2025-11-03,Lumpsum,61034.23,737.005,Pending,Maharashtra
INV3745,119551,2025-11-21,SIP,26221.37,262.4,Pending,Maharashtra
INV3746,125497,2026-02-10,Redemption,84239.82,943.548,Verified,Maharashtra
INV3747,119092,2026-04-09,Redemption,3574.26,37.984,Verified,Maharashtra
INV3748,118632,2025-12-12,SIP,55541.76,585.852,Pending,Maharashtra
INV3749,119551,2026-04-27,Redemption,65371.38,573.002,Pending,Maharashtra
INV3750,125497,2026-02-18,Lumpsum,95177.14,728.084,Verified,Maharashtra
INV3751,119551,2026-01-27,SIP,91217.9,932.662,Pending,Maharashtra
INV3752,125497,2026-02-08,Redemption,94454.48,1161.069,Pending,Maharashtra
INV3753,120841,2026-01-14,Lumpsum,57709.58,624.744,Verified,Maharashtra
INV3754,120503,2026-01-10,Lumpsum,35135.51,278.815,Verified,Maharashtra
INV3755,120841,2025-08-06,SIP,49200.2,430.795,Verified,Maharashtra
INV3756,119551,2025-08-11,Lumpsum,32436.78,296.621,Verified,Maharashtra
INV3757,118632,2025-08-04,Redemption,16336.89,201.55,Verified,Maharashtra
INV3758,125497,2026-05-27,Lumpsum,62871.94,738.338,Pending,Maharashtra
INV3759,120503,2026-06-21,SIP,11486.23,92.318,Verified,Maharashtra
INV3760,120841,2026-02-09,SIP,38748.69,304.903,Verified,Maharashtra
INV3761,120841,2026-02-12,Lumpsum,49448.07,359.42,Verified,Maharashtra
INV3762,119551,2026-02-10,Lumpsum,15049.04,105.686,Verified,Maharashtra
INV3763,118632,2026-01-03,Redemption,30341.35,327.208,Verified,Maharashtra
INV3764,125497,2025-12-25,SIP,18394.89,176.335,Verified,Maharashtra
INV3765,119551,2025-11-28,Redemption,33356.13,325.697,Verified,Maharashtra
INV3766,119551,2026-04-02,Lumpsum,19124.27,140.575,Verified,Maharashtra
INV3767,120503,2025-11-15,Lumpsum,19097.74,170.751,Verified,Maharashtra
INV3768,119092,2026-04-18,SIP,2478.05,21.021,Verified,Maharashtra
INV3769,119551,2026-03-14,Lumpsum,72057.61,603.552,Verified,Maharashtra
INV3770,125497,2026-04-08,SIP,73644.02,734.027,Pending,Maharashtra
INV3771,120503,2025-07-17,SIP,29293.38,234.532,Verified,Maharashtra
INV3772,120841,2026-01-27,Redemption,60471.62,649.648,Pending,Maharashtra
INV3773,120841,2026-06-08,Lumpsum,32685.0,312.455,Verified,Maharashtra
INV3774,120503,2026-04-25,Lumpsum,3637.7,28.785,Verified,Maharashtra
INV3775,119092,2026-03-17,Redemption,97949.88,999.044,Verified,Maharashtra
INV3776,125497,2025-09-27,SIP,49645.3,373.494,Pending,Maharashtra
INV3777,125497,2025-12-01,Lumpsum,25215.46,189.411,Verified,Maharashtra
INV3778,120841,2025-07-24,Lumpsum,6524.95,50.945,Verified,Maharashtra
INV3779,120841,2025-12-11,Lumpsum,56312.26,588.365,Verified,Maharashtra
INV3780,120503,2025-09-04,Lumpsum,59245.17,703.575,Verified,Maharashtra
INV3781,119551,2026-04-30,SIP,92689.91,1148.765,Verified,Maharashtra
INV3782,119551,2026-04-13,Redemption,75781.95,548.055,Verified,Maharashtra
INV3783,120503,2025-07-06,Lumpsum,66745.29,517.361,Verified,Maharashtra
INV3784,119551,2025-10-25,SIP,89791.99,869.402,Verified,Maharashtra
INV3785,120503,2025-08-16,Lumpsum,35233.71,394.789,Verified,Maharashtra
INV3786,118632,2026-05-01,Lumpsum,81731.57,562.662,Verified,Maharashtra
INV3787,119092,2025-08-20,Redemption,26158.07,302.072,Verified,Maharashtra
INV3788,120841,2025-09-12,Lumpsum,56408.86,511.243,Verified,Maharashtra
INV3789,118632,2025-09-22,SIP,2311.43,25.971,Pending,Maharashtra
INV3790,119551,2026-05-20,Redemption,70984.89,822.729,Verified,Maharashtra
INV3791,118632,2026-03-20,Lumpsum,54468.2,570.022,Verified,Maharashtra
INV3792,125497,2026-02-05,Lumpsum,97758.69,1012.148,Pending,Maharashtra
INV3793,118632,2026-03-03,Redemption,86535.44,597.536,Verified,Maharashtra
INV3794,120841,2025-08-18,Lumpsum,95894.96,964.726,Verified,Maharashtra
INV3795,120841,2026-03-06,Redemption,14131.18,118.193,Verified,Maharashtra
INV3796,120503,2025-12-23,SIP,41365.58,298.28,Verified,Maharashtra
INV3797,120503,2025-12-20,Redemption,54173.72,466.043,Pending,Maharashtra
INV3798,125497,2025-11-07,Redemption,57778.31,475.192,Verified,Maharashtra
INV3799,119551,2025-12-25,Redemption,76343.55,632.032,Pending,Maharashtra
INV3800,120503,2026-05-16,Lumpsum,17957.77,131.622,Verified,Maharashtra
INV3801,118632,2025-12-31,Lumpsum,43620.01,327.706,Verified,Maharashtra
INV3802,118632,2025-08-15,SIP,75447.02,687.289,Verified,Maharashtra
INV3803,118632,2025-10-18,Redemption,85634.95,753.837,Verified,Maharashtra
INV3804,118632,2025-08-03,Lumpsum,15590.86,181.843,Verified,Maharashtra
INV3805,120503,2026-02-23,SIP,73103.84,772.278,Verified,Maharashtra
INV3806,120503,2026-04-09,Redemption,45775.75,558.527,Pending,Maharashtra
INV3807,119092,2025-09-30,Redemption,70026.1,545.151,Pending,Maharashtra
INV3808,120503,2026-04-22,Redemption,79894.17,666.741,Verified,Maharashtra
INV3809,125497,2026-05-15,SIP,57248.08,434.856,Verified,Maharashtra
INV3810,120841,2025-07-25,SIP,97808.62,756.625,Verified,Maharashtra
INV3811,120503,2026-01-25,Lumpsum,23974.05,225.761,Verified,Maharashtra
INV3812,120841,2025-11-13,Redemption,22896.62,195.106,Verified,Maharashtra
INV3813,125497,2026-05-06,Lumpsum,4772.15,43.399,Verified,Maharashtra
INV3814,120841,2026-06-07,Lumpsum,47841.78,380.453,Verified,Maharashtra
INV3815,120841,2025-12-05,Redemption,24250.73,252.984,Verified,Maharashtra
INV3816,125497,2026-05-08,Lumpsum,44084.16,328.207,Verified,Maharashtra
INV3817,120841,2025-07-20,Redemption,5359.74,37.89,Verified,Maharashtra
